时间,级别,置信度,消息,截图路径
2025-12-23 15:02:34.431979,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_150234_431979.jpg
2025-12-23 15:02:39.190677,DANGER,0.6000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_150239_192142.jpg
