时间,级别,置信度,消息,截图路径
2025-12-23 15:16:05.961899,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_151605_963404.jpg
2025-12-23 15:16:09.275256,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_151609_275256.jpg
2025-12-23 15:16:15.467927,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_151615_468935.jpg
