时间,级别,置信度,消息,截图路径
2025-12-23 14:39:28.386577,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_143928_386577.jpg
2025-12-23 14:39:31.389806,DANGER,0.8000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_143931_390927.jpg
2025-12-23 14:39:34.402398,DANGER,1.0000,"检测到违规取放操作!",c:\Users\HUAWEI\Desktop\大三上\机器视觉\机器视觉作业\大作业\产线违规取放\screenshots\violation_20251223_143934_402398.jpg
